0,250000
1,227513
2,171845
3,113829
4,90004
5,76826
6,69204
7,63908
8,60341
9,57626
10,55614
11,53957
12,52701
13,51630
14,50798
15,50047
16,49396
17,48876
18,48437
19,47953
20,47617
21,47247
22,46940
23,46634
24,46436
25,46212
26,45996
27,45797
28,45623
29,45437
30,45281
31,45157
32,45046
33,44911
34,44803
35,44685
36,44593
37,44495
38,44407
39,44353
40,44271
41,44181
42,44112
43,44017
44,43960
45,43906
46,43868
47,43796
48,43741
49,43692
50,43665
51,43625
52,43592
53,43533
54,43480
55,43438
56,43394
57,43367
58,43349
59,43313
60,43284
61,43249
62,43223
63,43185
64,43154
65,43123
66,43107
67,43086
68,43066
69,43047
70,43018
71,42993
72,42964
73,42938
74,42916
75,42902
76,42894
77,42889
78,42870
79,42854
80,42828
81,42810
82,42785
83,42774
84,42757
85,42742
86,42727
87,42712
88,42694
89,42675
90,42654
91,42640
92,42626
93,42608
94,42599
95,42588
96,42573
97,42561
98,42551
99,42538
100,42533
101,42521
102,42512
103,42503
104,42494
105,42480
106,42474
107,42461
108,42452
109,42435
110,42421
111,42412
112,42406
113,42396
114,42385
115,42380
116,42378
117,42369
118,42356
119,42348
120,42339
121,42334
122,42330
123,42326
124,42313
125,42308
126,42298
127,42285
128,42279
129,42275
130,42267
131,42258
132,42247
133,42240
134,42232
135,42229
136,42228
137,42225
138,42215
139,42211
140,42203
141,42195
142,42192
143,42192
144,42189
145,42173
146,42171
147,42162
148,42155
149,42153
150,42150
151,42145
152,42139
153,42138
154,42132
155,42124
156,42122
157,42117
158,42110
159,42104
160,42100
161,42097
162,42097
163,42094
164,42090
165,42086
166,42085
167,42080
168,42075
169,42075
170,42062
171,42060
172,42057
173,42053
174,42047
175,42044
176,42042
177,42041
178,42041
179,42041
180,42039
181,42037
182,42033
183,42031
184,42028
185,42027
186,42022
187,42020
188,42013
189,42007
190,42004
191,42002
192,41995
193,41995
194,41992
195,41990
196,41989
197,41984
198,41982
199,41978
200,41974
201,41969
202,41967
203,41966
204,41964
205,41961
206,41957
207,41957
208,41954
209,41952
210,41951
211,41948
212,41948
213,41948
214,41947
215,41945
216,41942
217,41935
218,41935
219,41932
220,41932
221,41928
222,41925
223,41925
224,41925
225,41922
226,41919
227,41919
228,41918
229,41916
230,41911
231,41911
232,41911
233,41911
234,41909
235,41908
236,41908
237,41906
238,41905
239,41905
240,41899
241,41899
242,41899
243,41893
244,41892
245,41889
246,41886
247,41881
248,41880
249,41879
250,41876
251,41874
252,41872
253,41872
254,41865
255,41863
256,41862
257,41862
258,41859
259,41859
260,41855
261,41855
262,41854
263,41853
264,41850
265,41848
266,41848
267,41848
268,41848
269,41848
270,41848
271,41845
272,41842
273,41842
274,41842
275,41841
276,41838
277,41835
278,41835
279,41835
280,41833
281,41833
282,41833
283,41832
284,41832
285,41832
286,41831
287,41829
288,41827
289,41827
290,41827
291,41827
292,41826
293,41824
294,41824
295,41821
296,41821
297,41821
298,41821
299,41821
300,41820
301,41820
302,41819
303,41819
304,41817
305,41816
306,41816
307,41813
308,41811
309,41811
310,41811
311,41811
312,41809
313,41808
316,41802
317,41799
318,41795
319,41793
320,41791
321,41788
322,41786
323,41786
324,41784
325,41783
326,41782
327,41782
328,41780
329,41780
330,41778
331,41778
332,41777
333,41777
334,41777
335,41777
336,41777
337,41776
338,41776
339,41774
340,41772
341,41770
342,41769
343,41769
344,41769
345,41769
346,41769
347,41767
348,41767
349,41767
350,41765
351,41765
352,41765
353,41761
354,41760
355,41758
356,41758
357,41757
358,41756
359,41756
360,41756
361,41755
362,41754
363,41754
364,41754
365,41753
366,41753
367,41753
368,41753
369,41753
370,41753
371,41753
372,41750
373,41749
374,41749
375,41747
376,41746
377,41743
378,41743
379,41743
380,41742
381,41741
382,41740
383,41740
384,41740
385,41740
386,41740
387,41739
388,41739
389,41739
390,41739
391,41739
392,41739
393,41739
394,41739
395,41739
396,41739
397,41739
398,41739
399,41738
400,41736
401,41736
402,41736
403,41736
404,41736
405,41736
406,41736
407,41736
408,41736
409,41734
410,41734
411,41732
412,41732
413,41732
414,41732
415,41731
416,41731
417,41731
418,41731
419,41731
420,41731
421,41730
422,41729
423,41729
424,41727
425,41727
426,41727
427,41727
428,41725
429,41725
430,41725
431,41725
432,41724
433,41724
434,41724
435,41724
436,41724
437,41724
438,41724
439,41723
440,41721
441,41721
442,41720
443,41719
444,41719
445,41719
446,41717
447,41717
448,41715
449,41715
450,41715
451,41715
452,41715
453,41715
454,41715
455,41715
456,41715
457,41715
458,41715
459,41715
460,41714
461,41714
462,41714
463,41714
464,41714
465,41713
466,41712
467,41712
468,41712
469,41710
470,41709
471,41709
472,41709
473,41709
474,41709
475,41709
476,41709
477,41708
478,41707
479,41707
480,41707
481,41707
482,41707
483,41707
484,41706
485,41705
486,41705
487,41705
488,41701
489,41701
490,41701
491,41701
492,41701
493,41701
494,41701
495,41701
496,41701
497,41701
498,41701
499,41701
